Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Poacynum		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Poacynum	
Podostemma helleri	helleri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Podostemma	Podostemma helleri
Rhabdadenia corallicola	corallicola	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Angadenia	Angadenia berteroi
Sabatia gracilis cubensis	gracilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sabatia	Sabatia calycina
Sarcostemma cynanchoides	cynanchoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma cynanchoides
Schultesia crenuliflora	crenuliflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Schultesia	Schultesia crenuliflora
Secondatia densiflora	densiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Secondatia	Secondatia densiflora
Strychnos divaricans	divaricans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos divaricans
Strychnos brasiliensis	brasiliensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos brasiliensis
Strychnos parvifolia	parvifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos parvifolia
Strychnos		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	
Tabernaemontana flavicans	flavicans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana flavicans
Tabernaemontana catharinensis	catharinensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana catharinensis
Sarcostemma pannosum	pannosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma pannosum
Centaurium tenuiflorum	tenuiflorum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium tenuiflorum
Strychnos penicillata	penicillata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos penicillata
Cynanchum grandifolium	grandifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum grandifolium
Araujia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Araujia	
Halenia corniculata	corniculata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia corniculata
Plumeria		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	
Stephanotis japonica	japonica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stephanotis	Stephanotis japonica
Tripterospermum japonicum	japonicum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tripterospermum	Tripterospermum japonicum
Cascabela ovata	ovata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cascabela	Cascabela ovata
Mandevilla convolvulacea	convolvulacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla convolvulacea
Melodinus vitiensis	vitiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Melodinus	Melodinus vitiensis
Mondia whitei	whitei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Mondia	Mondia whitei
Motandra guineensis	guineensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Motandra	Motandra guineensis
Ochrosia citrodora	citrodora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ochrosia	Ochrosia citrodora
Ochrosia poweri	poweri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ochrosia	Ochrosia poweri
Odontadenia killipii	killipii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Odontadenia	Odontadenia killipii
Oncinotis pontyi	pontyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Oncinotis	Oncinotis pontyi
Oncinotis tenuiloba	tenuiloba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Oncinotis	Oncinotis tenuiloba
Parsonsia apiculata	apiculata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Parsonsia apiculata
Pleiocarpa bicarpellata	bicarpellata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pleiocarpa	Pleiocarpa bicarpellata
Rauvolfia caffra	caffra	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia caffra
Rauvolfia mannii	mannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia mannii
Rhombonema luridum	luridum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Rhombonema	Rhombonema luridum
Sebaea		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	
Asclepias fulva	fulva	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias fulva
Asclepias densiflora	densiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias densiflora
Orbea wissmannii eremastrum	wissmannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea wissmannii
Caralluma hexagona	hexagona	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma hexagona
Cynanchum appendiculatum	appendiculatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum appendiculatum
Cynanchum heteromorphum	heteromorphum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum heteromorphum
Hoya mitrata	mitrata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya mitrata
Rhytidocaulon		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rhytidocaulon	
Voacanga thouarsii	thouarsii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Voacanga	Voacanga thouarsii
Carissa bispinosa	bispinosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carissa	Carissa bispinosa
Strophanthus sarmentosus	sarmentosus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus sarmentosus
Aspidosperma		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	
Aspidosperma sandwithianum	sandwithianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma sandwithianum
Gentiana podocarpa	podocarpa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana podocarpa
Halenia gigantea	gigantea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia gigantea
Lisianthius auratus	auratus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthius	Lisianthius auratus
Macoubea sinuosa	sinuosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Macoubea	Macoubea sinuosa
Malouetia guatemalensis	guatemalensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Malouetia	Malouetia guatemalensis
Marsdenia rubrofusca	rubrofusca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia rubrofusca
Oxypetalum balansae	balansae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum balansae
Schultesia brachyptera	brachyptera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Schultesia	Schultesia brachyptera
Spigelia ambigua	ambigua	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia ambigua
Strophanthus welwitschii	welwitschii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus welwitschii
Prestonia tomentosa	tomentosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia tomentosa
Voyria aurantiaca	aurantiaca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Voyria aurantiaca
Voyria tenella	tenella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Voyria tenella
Cynanchum nummulariaefolium biflorum	nummulariaefolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum nummulariaefolium
Philibertia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Philibertia	
Exolobus		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Exolobus	
Geissospermum argenteum	argenteum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Geissospermum	Geissospermum argenteum
Spongiosperma		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Spongiosperma	
Ceropegia mozambicensis	mozambicensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia mozambicensis
Ceropegia nilotica	nilotica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia nilotica
Ceropegia superba	superba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia superba
Gomphocarpus integer	integer	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus integer
Orbea verrucosa	verrucosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea verrucosa
Prestonia ipomaeifolia	ipomaeifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia ipomaeifolia
Strophanthus preussii	preussii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus preussii
Prestonia coalita	coalita	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia coalita
Cynanchum ascyrifolium	ascyrifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum ascyrifolium
Stemmadenia palmeri	palmeri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Stemmadenia	Stemmadenia palmeri
Gentiana davidii formosana	davidii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana davidii
Huernia levyi	levyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia levyi
Stapelia macowanii conformis	macowanii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia macowanii
Voacanga		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Voacanga	
Gentiana triflora	triflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana triflora
Gentiana scabra buergeri	scabra	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana scabra
Nerium indicum	indicum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Nerium	Nerium indicum
Roupellina boivinii	boivinii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Roupellina	Roupellina boivinii
Alyxia hurlimannii	hurlimannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia hurlimannii
Alyxia racemosa	racemosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia racemosa
Alyxia sarasinii	sarasinii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia sarasinii
Chironia baccifera	baccifera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia baccifera
Melodinus balansae	balansae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Melodinus	Melodinus balansae
Melodinus scandens	scandens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Melodinus	Melodinus scandens
Pagiantha cerifera	cerifera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pagiantha	Pagiantha cerifera
Leiphaimos		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	
Pachypodium namaquanum	namaquanum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pachypodium	Pachypodium namaquanum
Amsonia hubrichtii	hubrichtii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Amsonia	Amsonia hubrichtii
Alstonia congensis	congensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alstonia	Alstonia congensis
Aspidosperma megalocarpon	megalocarpon	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma megalocarpon
Gentianella detonsa raupii	detonsa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianopsis	Gentianopsis detonsa
Dyera costulata	costulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Dyera	Dyera costulata
Geniostoma brevipes	brevipes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Geniostoma	Geniostoma brevipes
Labordia degeneri	degeneri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia degeneri
Labordia hedyosmifolia	hedyosmifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia hedyosmifolia
Malouetia aquatica	aquatica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Malouetia	Malouetia aquatica
Mandevilla equatorialis	equatorialis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla equatorialis
Marsdenia variifolia	variifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia variifolia
Rauvolfia macrocarpa	macrocarpa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia macrocarpa
Rauvolfia sandwicensis	sandwicensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia sandwicensis
Rauvolfia pentaphylla	pentaphylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia pentaphylla
Stapelia nobilis	nobilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia gigantea
Tabernaemontana brachyantha	brachyantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana brachyantha
Ectadiopsis oblongifolia	oblongifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ectadiopsis	Ectadiopsis oblongifolia
Gentiana corymbosa	corymbosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana corymbosa
Raphionacme dinteri	dinteri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Raphionacme	Raphionacme dinteri
Rauvolfia semperflorens	semperflorens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia semperflorens
Sarcostemma australe	australe	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma australe
Tabernaemontana schippii	schippii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana schippii
Rauvolfia verticillata	verticillata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia verticillata
Tripterospermum taiwanense	taiwanense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tripterospermum	Tripterospermum taiwanense
Macrocarpaea luteynii	luteynii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Macrocarpaea	Macrocarpaea luteynii
Himatanthus		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Himatanthus	
Alstonia marquisensis	marquisensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alstonia	Alstonia marquisensis
Alyxia sinensis	sinensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia sinensis
Apocynum floribundum	floribundum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum floribundum
Araujia plumosa	plumosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Araujia	Araujia plumosa
Araujia angustifolia	angustifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Araujia	Araujia angustifolia
Asclepias curassavica	curassavica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias curassavica
Asclepias boliviensis	boliviensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias boliviensis
Asclepias connivens	connivens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias connivens
Asclepias engelmanniana	engelmanniana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias engelmanniana
Asclepias humistrata	humistrata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias humistrata
Asclepias selloana	selloana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias selloana
Asclepias syriaca	syriaca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias syriaca
Aspidoglossum angustissimum	angustissimum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Aspidoglossum	Aspidoglossum angustissimum
Aspidosperma desmanthum	desmanthum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma desmanthum
Aspidosperma rigidum	rigidum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma rigidum
Aspidosperma melanocalyx	melanocalyx	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma melanocalyx
Aspidosperma subincanum	subincanum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma subincanum
Aspidosperma resonans	resonans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma resonans
Aspidosperma williamii	williamii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma williamii
Blepharodon pictum	pictum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Blepharodon	Blepharodon pictum
Caralluma stalagmifera	stalagmifera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma stalagmifera
Centaurium calycosum	calycosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium calycosum
Centaurium strictum	strictum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium strictum
Centaurium setaceum	setaceum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium setaceum
Chelonanthus acutangulus	acutangulus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chelonanthus	Chelonanthus acutangulus
Cordylogyne globosa	globosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cordylogyne	Cordylogyne globosa
Cryptostegia madagascariensis	madagascariensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cryptostegia	Cryptostegia madagascariensis
Cynanchum glossostemma	glossostemma	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum glossostemma
Cynanchum schistoglossum	schistoglossum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum schistoglossum
Cynanchum rusbyi	rusbyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum rusbyi
Deianira		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Deianira	
Ditassa rotundifolia	rotundifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa rotundifolia
Enicostema axillare latilobum	axillare	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Enicostema	Enicostema axillare
Fischeria		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Fischeria	
Forsteronia spicata	spicata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia	Forsteronia spicata
Forsteronia glabrescens	glabrescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia	Forsteronia glabrescens
Forsteronia pubescens	pubescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia	Forsteronia pubescens
Funastrum clausum	clausum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum clausum
Funastrum hartwegii	hartwegii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum hartwegii
Gelseminum molle	molle	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Gelseminum	Gelseminum molle
Gentiana prostrata	prostrata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana prostrata
Gentiana spathacea	spathacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana spathacea
Gentiana regina	regina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana regina
Gentianella erythrochrysea	erythrochrysea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella erythrochrysea
Gentianella cosmantha	cosmantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella cosmantha
Gentianella parviflora	parviflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella parviflora
Gonocrypta grevei	grevei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonocrypta	Gonocrypta grevei
Gonolobus chloranthus	chloranthus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus chloranthus
Gonolobus gonocarpos	gonocarpos	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea gonocarpos
Gonolobus stapelioides	stapelioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus stapelioides
Gonolobus selloanus	selloanus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus selloanus
Halenia rhyacophila	rhyacophila	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia rhyacophila
Halenia brevicornis	brevicornis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia brevicornis
